textWelcome.started,textWelcome.stopped,keyEndWelcome.keys,keyEndWelcome.rt,keyEndWelcome.started,keyEndWelcome.stopped,textBlank.started,textBlank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.023956384015037,None,space,1.5091820499801543,11.023956384015037,None,,,,001,2021_Feb_22_0017,libraryTutorialPsychoPy,2021.1.0,59.77171341266095,
,,,,,,12.547919078991981,None,,,,,,,
