textWelcome.started,textWelcome.stopped,keyEndWelcome.keys,keyEndWelcome.rt,keyEndWelcome.started,keyEndWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.069533104018774,None,space,0.9602863239997532,10.069533104018774,None,,001,2021_Feb_21_2228,libraryTutorialPsychoPy,2021.1.0,59.343587992978655,
