textWelcome.started,textWelcome.stopped,keyEndWelcome.keys,keyEndWelcome.rt,keyEndWelcome.started,keyEndWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.028156308981124,None,space,1.4006037670187652,11.028156308981124,None,,001,2021_Feb_21_2229,libraryTutorialPsychoPy,2021.1.0,60.75613747489975,
