textWelcome.started,textWelcome.stopped,keyEndWelcome.keys,keyEndWelcome.rt,keyEndWelcome.started,keyEndWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.866230098006781,None,space,0.8274143989838194,9.866230098006781,None,,001,2021_Feb_21_2230,libraryTutorialPsychoPy,2021.1.0,59.991837622320716,
