textWelcome.started,textWelcome.stopped,keyEndWelcome.keys,keyEndWelcome.rt,keyEndWelcome.started,keyEndWelcome.stopped,textBlank.started,textBlank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.359483475011075,None,space,2.164893487992231,13.359483475011075,None,,,,001,2021_Feb_22_0016,libraryTutorialPsychoPy,2021.1.0,59.99077881282219,
,,,,,,15.547903138998663,None,,,,,,,
