textWelcome.started,textWelcome.stopped,keyEndWelcome.keys,keyEndWelcome.rt,keyEndWelcome.started,keyEndWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.48845298102242,None,space,1.7845247789809946,9.48845298102242,None,,001,2021_Feb_21_2225,libraryTutorialPsychoPy,2021.1.0,59.49753286311381,
