textWelcome.started,textWelcome.stopped,keyEndWelcome.keys,keyEndWelcome.rt,keyEndWelcome.started,keyEndWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.434154404996661,None,space,0.5690519000054337,10.434154404996661,None,,001,2021_Feb_21_2229,libraryTutorialPsychoPy,2021.1.0,60.12677332863576,
